5,14,241.1,-1,-1,-1,-1,-1,-1,14,241.49,-1,-1,-1,-1,-1,-1
5,-1,241.97,0.86719,0.25781,46.724,283.04,0.2487,0,-1,242.47,0.97656,0.3125,45.555,221.24,0.32729,1
5,-1,242.94,0.96875,0.26562,48.769,283.71,0.11301,0,-1,243.38,0.91406,0.28125,50.602,270.66,0.18623,1
5,-1,243.84,0.89844,0.27344,50.978,289.94,0.12055,0,-1,244.27,0.89062,0.28906,52.113,270.79,0.19735,1
5,-1,244.73,0.89062,0.27344,49.522,273.89,0.16283,0,-1,245.2,0.92188,0.28125,49.116,263.93,0.40126,1
5,-1,245.66,0.92969,0.27344,49.673,281.05,0.24206,0,-1,246.12,0.92188,0.27344,49.628,272.31,0.45724,1
5,-1,246.55,0.89844,0.28906,46.16,253.49,0.44774,0,-1,247.01,0.89062,0.26562,42.288,221.92,0.46543,1
5,-1,247.45,0.89844,0.23438,45.489,292.5,0.4223,0,-1,247.85,0.84375,0.26562,43.995,251.53,0.41744,1
5,-1,248.28,0.82812,0.25,42.215,231.49,0.39282,0,-1,248.7,0.84375,0.24219,39.75,255.03,0.38933,1
5,-1,249.07,0.78906,0.23438,43.984,284.62,0.36047,0,-1,249.42,0.72656,0.25,49.106,286.22,0.37595,1
5,-1,249.83,0.75781,0.25,45.671,275.2,0.31264,0,-1,250.25,0.82812,0.25781,43.592,262.82,0.41988,1
5,-1,250.69,0.85938,0.26562,45.066,255.4,0.37983,0,-1,251.15,0.89844,0.27344,42.446,232.95,0.45709,1
5,-1,251.67,0.98438,0.30469,45.494,226.85,0.24637,0,-1,252.23,1.0781,0.42969,50.799,177.32,0.32986,1
5,-1,253.02,1.3516,0.32031,43.327,222.13,0,0,-1,253.66,1.4375,0.28125,20.139,111.05,0,1
